train_params/lambda_sparsity,epoch,train_params/lambda_orient,train/loss_opaque,train/grad_norm,train_params/lambda_sds,lr-Adam/background,train/loss_orient,train/loss_sparsity,train_params/lambda_opaque,train/min_step,train/loss_sds,step,train/max_step,lr-Adam/geometry
1.0,0,12.970000267028809,0.12100362777709961,12.593587875366211,1.0,,0.016871748492121696,0.21608231961727142,0.0,20.0,79.29923248291016,15,980.0,
,,,,,,0.001,,,,,,16,,0.01
1.0,0,13.168000221252441,0.16867870092391968,15.283882141113281,1.0,,0.01658167876303196,0.25979578495025635,0.0,20.0,116.79852294921875,16,980.0,
,,,,,,0.001,,,,,,17,,0.01
1.0,0,13.366000175476074,0.20709387958049774,21.731233596801758,1.0,,0.017408350482583046,0.30166277289390564,0.0,20.0,236.12327575683594,17,980.0,
,,,,,,0.001,,,,,,18,,0.01
1.0,0,13.564000129699707,0.20394431054592133,25.710468292236328,1.0,,0.017229605466127396,0.2990269064903259,0.0,20.0,330.51409912109375,18,980.0,
,,,,,,0.001,,,,,,19,,0.01
1.0,0,13.76200008392334,0.142877995967865,16.991689682006836,1.0,,0.01769985444843769,0.23418143391609192,0.0,20.0,144.3587646484375,19,980.0,
,,,,,,0.001,,,,,,20,,0.01
1.0,0,13.960000038146973,0.15784192085266113,17.70946502685547,1.0,,0.017557280138134956,0.24792250990867615,0.0,20.0,156.81259155273438,20,980.0,
,,,,,,0.001,,,,,,21,,0.01
1.0,0,14.157999992370605,0.2876532971858978,13.46769905090332,1.0,,0.020958412438631058,0.3929794728755951,0.0,20.0,90.68946838378906,21,980.0,
,,,,,,0.001,,,,,,22,,0.01
1.0,0,14.355999946594238,0.16926345229148865,25.30017852783203,1.0,,0.021122081205248833,0.2681032717227936,0.0,20.0,320.049560546875,22,980.0,
,,,,,,0.001,,,,,,23,,0.01
1.0,0,14.553999900817871,0.11406619101762772,24.51675796508789,1.0,,0.019786590710282326,0.2130873054265976,0.0,20.0,300.53570556640625,23,980.0,
,,,,,,0.001,,,,,,24,,0.01
1.0,0,14.751999855041504,0.3070482611656189,37.797115325927734,1.0,,0.026773789897561073,0.501146674156189,0.0,20.0,714.3109741210938,24,980.0,
,,,,,,0.001,,,,,,25,,0.01
1.0,0,14.949999809265137,0.16560900211334229,36.333213806152344,1.0,,0.019855646416544914,0.2628008723258972,0.0,20.0,660.0511474609375,25,980.0,
,,,,,,0.001,,,,,,26,,0.01
1.0,0,15.14799976348877,0.11281915009021759,10.652510643005371,1.0,,0.019538020715117455,0.20839862525463104,0.0,20.0,56.73798751831055,26,980.0,
,,,,,,0.001,,,,,,27,,0.01
1.0,0,15.345999717712402,0.23956917226314545,32.84737777709961,1.0,,0.023171816021203995,0.3910122811794281,0.0,20.0,539.47509765625,27,980.0,
,,,,,,0.001,,,,,,28,,0.01
1.0,0,15.543999671936035,0.11691650748252869,27.066177368164062,1.0,,0.02175973169505596,0.23540320992469788,0.0,20.0,366.28900146484375,28,980.0,
,,,,,,0.001,,,,,,29,,0.01
1.0,0,15.741999626159668,0.2169296145439148,35.13200759887695,1.0,,0.020608901977539062,0.3312765955924988,0.0,20.0,617.1290283203125,29,980.0,
,,,,,,0.001,,,,,,30,,0.01
1.0,0,15.9399995803833,0.19422820210456848,39.230648040771484,1.0,,0.017859192565083504,0.292405366897583,0.0,20.0,769.5218505859375,30,980.0,
,,,,,,0.001,,,,,,31,,0.01
1.0,0,16.13800048828125,0.10521665215492249,23.874963760375977,1.0,,0.017657984048128128,0.20098184049129486,0.0,20.0,285.0069274902344,31,980.0,
,,,,,,0.001,,,,,,32,,0.01
1.0,0,16.336000442504883,0.3330627679824829,26.48981475830078,1.0,,0.02030763402581215,0.4522428810596466,0.0,20.0,350.8551330566406,32,980.0,
,,,,,,0.001,,,,,,33,,0.01
1.0,0,16.534000396728516,0.15523511171340942,16.744035720825195,1.0,,0.017747169360518456,0.24707013368606567,0.0,20.0,140.1813507080078,33,980.0,
,,,,,,0.001,,,,,,34,,0.01
1.0,0,16.73200035095215,0.14704209566116333,37.15812683105469,1.0,,0.018347324803471565,0.24304260313510895,0.0,20.0,690.3630981445312,34,980.0,
,,,,,,0.001,,,,,,35,,0.01
1.0,0,16.93000030517578,0.18012972176074982,11.935593605041504,1.0,,0.020187852904200554,0.2788313627243042,0.0,20.0,71.22920227050781,35,980.0,
,,,,,,0.001,,,,,,36,,0.01
1.0,0,17.128000259399414,0.23345455527305603,13.156698226928711,1.0,,0.0202497411519289,0.3497008681297302,0.0,20.0,86.54934692382812,36,980.0,
,,,,,,0.001,,,,,,37,,0.01
1.0,0,17.326000213623047,0.18515557050704956,51.07415008544922,1.0,,0.020893428474664688,0.29474833607673645,0.0,20.0,1304.284423828125,37,980.0,
,,,,,,0.001,,,,,,38,,0.01
1.0,0,17.52400016784668,0.14533863961696625,14.252453804016113,1.0,,0.018855364993214607,0.2392447590827942,0.0,20.0,101.56621551513672,38,980.0,
,,,,,,0.001,,,,,,39,,0.01
1.0,0,17.722000122070312,0.20028185844421387,27.50574493408203,1.0,,0.022428255528211594,0.32207566499710083,0.0,20.0,378.2829895019531,39,980.0,
,,,,,,0.001,,,,,,40,,0.01
1.0,0,17.920000076293945,0.164037823677063,23.786996841430664,1.0,,0.01803920790553093,0.2601183354854584,0.0,20.0,282.9106140136719,40,980.0,
,,,,,,0.001,,,,,,41,,0.01
1.0,0,18.118000030517578,0.25659114122390747,16.286060333251953,1.0,,0.02263900823891163,0.42199182510375977,0.0,20.0,132.6178741455078,41,980.0,
,,,,,,0.001,,,,,,42,,0.01
1.0,0,18.31599998474121,0.11922173202037811,32.33949279785156,1.0,,0.017684413120150566,0.2123769372701645,0.0,20.0,522.92138671875,42,980.0,
,,,,,,0.001,,,,,,43,,0.01
1.0,0,18.513999938964844,0.17836786806583405,22.040206909179688,1.0,,0.017879698425531387,0.2707485556602478,0.0,20.0,242.88534545898438,43,980.0,
,,,,,,0.001,,,,,,44,,0.01
1.0,0,18.711999893188477,0.19772177934646606,23.78314971923828,1.0,,0.01702524535357952,0.2877761423587799,0.0,20.0,282.819091796875,44,980.0,
,,,,,,0.001,,,,,,45,,0.01
1.0,0,18.90999984741211,0.11638154089450836,18.892663955688477,1.0,,0.01740865781903267,0.20941007137298584,0.0,20.0,178.4663848876953,45,980.0,
,,,,,,0.001,,,,,,46,,0.01
1.0,0,19.107999801635742,0.2852477431297302,25.185592651367188,1.0,,0.022153621539473534,0.42482078075408936,0.0,20.0,317.15704345703125,46,980.0,
,,,,,,0.001,,,,,,47,,0.01
1.0,0,19.305999755859375,0.15063975751399994,28.194942474365234,1.0,,0.017091285437345505,0.24294835329055786,0.0,20.0,397.4774169921875,47,980.0,
,,,,,,0.001,,,,,,48,,0.01
1.0,0,19.503999710083008,0.1813599169254303,19.036636352539062,1.0,,0.01916615292429924,0.27917397022247314,0.0,20.0,181.19677734375,48,980.0,
,,,,,,0.001,,,,,,49,,0.01
1.0,0,19.70199966430664,0.1271248757839203,31.502531051635742,1.0,,0.018264377489686012,0.2215498834848404,0.0,20.0,496.2047119140625,49,980.0,
,,,,,,0.001,,,,,,50,,0.01
1.0,0,19.899999618530273,0.14550741016864777,26.67728614807129,1.0,,0.020767297595739365,0.2700309753417969,0.0,20.0,355.83880615234375,50,980.0,
,,,,,,0.001,,,,,,51,,0.01
1.0,0,20.097999572753906,0.20758190751075745,28.05238151550293,1.0,,0.017767563462257385,0.3008488416671753,0.0,20.0,393.46807861328125,51,980.0,
,,,,,,0.001,,,,,,52,,0.01
1.0,0,20.29599952697754,0.24818214774131775,24.956377029418945,1.0,,0.01908748969435692,0.3448665142059326,0.0,20.0,311.4103698730469,52,980.0,
,,,,,,0.001,,,,,,53,,0.01
1.0,0,20.493999481201172,0.3809930682182312,22.865541458129883,1.0,,0.02295278012752533,0.5372768640518188,0.0,20.0,261.41650390625,53,980.0,
,,,,,,0.001,,,,,,54,,0.01
1.0,0,20.691999435424805,0.2644498944282532,13.058125495910645,1.0,,0.019581161439418793,0.3662298321723938,0.0,20.0,85.25731658935547,54,980.0,
,,,,,,0.001,,,,,,55,,0.01
1.0,0,20.889999389648438,0.16099919378757477,14.77466106414795,1.0,,0.020789558067917824,0.2770695090293884,0.0,20.0,109.14530181884766,55,980.0,
,,,,,,0.001,,,,,,56,,0.01
1.0,0,21.08799934387207,0.18822342157363892,31.151060104370117,1.0,,0.017623955383896828,0.2752906382083893,0.0,20.0,485.19427490234375,56,980.0,
,,,,,,0.001,,,,,,57,,0.01
1.0,0,21.285999298095703,0.30404049158096313,13.703617095947266,1.0,,0.023414675146341324,0.4529850482940674,0.0,20.0,93.89456176757812,57,980.0,
,,,,,,0.001,,,,,,58,,0.01
1.0,0,21.483999252319336,0.11093384027481079,16.122838973999023,1.0,,0.01840977557003498,0.20420455932617188,0.0,20.0,129.97296142578125,58,980.0,
,,,,,,0.001,,,,,,59,,0.01
1.0,0,21.68199920654297,0.32204470038414,15.344179153442383,1.0,,0.02132190763950348,0.4370405972003937,0.0,20.0,117.721923828125,59,980.0,
,,,,,,0.001,,,,,,60,,0.01
1.0,0,21.8799991607666,0.2675144672393799,50.1015625,1.0,,0.02026253379881382,0.3788328766822815,0.0,20.0,1255.083251953125,60,980.0,
,,,,,,0.001,,,,,,61,,0.01
1.0,0,22.077999114990234,0.16855792701244354,20.285572052001953,1.0,,0.022867297753691673,0.2781020402908325,0.0,20.0,205.75222778320312,61,980.0,
,,,,,,0.001,,,,,,62,,0.01
1.0,0,22.275999069213867,0.13533860445022583,22.44771957397461,1.0,,0.025726057589054108,0.302767276763916,0.0,20.0,251.95008850097656,62,980.0,
,,,,,,0.001,,,,,,63,,0.01
1.0,0,22.474000930786133,0.2048996537923813,13.759927749633789,1.0,,0.027601834386587143,0.37476447224617004,0.0,20.0,94.66780090332031,63,980.0,
,,,,,,0.001,,,,,,64,,0.01
1.0,0,22.672000885009766,0.16706359386444092,26.561323165893555,1.0,,0.02762294001877308,0.31765997409820557,0.0,20.0,352.751953125,64,980.0,
,,,,,,0.001,,,,,,65,,0.01
1.0,0,22.8700008392334,0.12949496507644653,22.92215919494629,1.0,,0.02155732363462448,0.22537517547607422,0.0,20.0,262.71270751953125,65,980.0,
,,,,,,0.001,,,,,,66,,0.01
1.0,0,23.06800079345703,0.16022786498069763,21.304372787475586,1.0,,0.02271295338869095,0.26566898822784424,0.0,20.0,226.93814086914062,66,980.0,
,,,,,,0.001,,,,,,67,,0.01
1.0,0,23.266000747680664,0.1414819061756134,23.482961654663086,1.0,,0.020241908729076385,0.23975148797035217,0.0,20.0,275.7247314453125,67,980.0,
,,,,,,0.001,,,,,,68,,0.01
1.0,0,23.464000701904297,0.13635170459747314,30.783842086791992,1.0,,0.022720009088516235,0.23420700430870056,0.0,20.0,473.82244873046875,68,980.0,
,,,,,,0.001,,,,,,69,,0.01
1.0,0,23.66200065612793,0.31859540939331055,26.625886917114258,1.0,,0.023632677271962166,0.44349732995033264,0.0,20.0,354.46893310546875,69,980.0,
,,,,,,0.001,,,,,,70,,0.01
1.0,0,23.860000610351562,0.25763288140296936,18.255496978759766,1.0,,0.02807779237627983,0.44699013233184814,0.0,20.0,166.631591796875,70,980.0,
,,,,,,0.001,,,,,,71,,0.01
1.0,0,24.058000564575195,0.28239375352859497,34.19181442260742,1.0,,0.023071104660630226,0.4018654227256775,0.0,20.0,584.5400390625,71,980.0,
,,,,,,0.001,,,,,,72,,0.01
1.0,0,24.256000518798828,0.10827577114105225,33.50858688354492,1.0,,0.02094491384923458,0.20566973090171814,0.0,20.0,561.4127197265625,72,980.0,
,,,,,,0.001,,,,,,73,,0.01
1.0,0,24.45400047302246,0.15018081665039062,38.85070037841797,1.0,,0.026837322860956192,0.24963800609111786,0.0,20.0,754.6884765625,73,980.0,
,,,,,,0.001,,,,,,74,,0.01
1.0,0,24.652000427246094,0.29236486554145813,13.721174240112305,1.0,,0.02724548988044262,0.411172091960907,0.0,20.0,94.13532257080078,74,980.0,
,,,,,,0.001,,,,,,75,,0.01
1.0,0,24.850000381469727,0.2718499004840851,28.921382904052734,1.0,,0.028611887246370316,0.37901586294174194,0.0,20.0,418.22320556640625,75,980.0,
,,,,,,0.001,,,,,,76,,0.01
1.0,0,25.04800033569336,0.12368685752153397,35.32107925415039,1.0,,0.026313267648220062,0.2281162142753601,0.0,20.0,623.7893676757812,76,980.0,
,,,,,,0.001,,,,,,77,,0.01
1.0,0,25.246000289916992,0.14378392696380615,45.841495513916016,1.0,,0.023257529363036156,0.2464112639427185,0.0,20.0,1050.721435546875,77,980.0,
,,,,,,0.001,,,,,,78,,0.01
1.0,0,25.444000244140625,0.13415184617042542,26.279447555541992,1.0,,0.02572353556752205,0.23811215162277222,0.0,20.0,345.3046569824219,78,980.0,
,,,,,,0.001,,,,,,79,,0.01
1.0,0,25.642000198364258,0.17113237082958221,22.981264114379883,1.0,,0.02728521078824997,0.29190170764923096,0.0,20.0,264.0692443847656,79,980.0,
,,,,,,0.001,,,,,,80,,0.01
1.0,0,25.84000015258789,0.153142511844635,24.17552375793457,1.0,,0.03017180971801281,0.2547929883003235,0.0,20.0,292.2279357910156,80,980.0,
,,,,,,0.001,,,,,,81,,0.01
1.0,0,26.038000106811523,0.14548727869987488,11.839762687683105,1.0,,0.027415739372372627,0.251572847366333,0.0,20.0,70.0899887084961,81,980.0,
,,,,,,0.001,,,,,,82,,0.01
1.0,0,26.236000061035156,0.2968035340309143,32.298519134521484,1.0,,0.035109881311655045,0.4900246858596802,0.0,20.0,521.5972290039062,82,980.0,
,,,,,,0.001,,,,,,83,,0.01
1.0,0,26.43400001525879,0.09141144156455994,38.83995056152344,1.0,,0.023264175280928612,0.19054338335990906,0.0,20.0,754.2709350585938,83,980.0,
,,,,,,0.001,,,,,,84,,0.01
1.0,0,26.631999969482422,0.17263637483119965,13.408529281616211,1.0,,0.031936533749103546,0.28011947870254517,0.0,20.0,89.89433288574219,84,980.0,
,,,,,,0.001,,,,,,85,,0.01
1.0,0,26.829999923706055,0.10328618437051773,38.66305923461914,1.0,,0.03179953992366791,0.2035905122756958,0.0,20.0,747.4160766601562,85,980.0,
,,,,,,0.001,,,,,,86,,0.01
1.0,0,27.027999877929688,0.2167634665966034,17.413867950439453,1.0,,0.030854109674692154,0.3145095109939575,0.0,20.0,151.62139892578125,86,980.0,
,,,,,,0.001,,,,,,87,,0.01
1.0,0,27.22599983215332,0.2298816740512848,34.50396728515625,1.0,,0.032355424016714096,0.42307496070861816,0.0,20.0,595.2618408203125,87,980.0,
,,,,,,0.001,,,,,,88,,0.01
1.0,0,27.423999786376953,0.2249896079301834,43.58269119262695,1.0,,0.028872903436422348,0.3388199806213379,0.0,20.0,949.7254638671875,88,980.0,
,,,,,,0.001,,,,,,89,,0.01
1.0,0,27.621999740600586,0.23934239149093628,29.960464477539062,1.0,,0.04183929041028023,0.36135369539260864,0.0,20.0,448.814697265625,89,980.0,
,,,,,,0.001,,,,,,90,,0.01
1.0,0,27.81999969482422,0.20324714481830597,40.876522064208984,1.0,,0.030920187011361122,0.3205065131187439,0.0,20.0,835.4450073242188,90,980.0,
,,,,,,0.001,,,,,,91,,0.01
1.0,0,28.01799964904785,0.18855828046798706,16.81980323791504,1.0,,0.044574469327926636,0.3403795659542084,0.0,20.0,141.452880859375,91,980.0,
,,,,,,0.001,,,,,,92,,0.01
1.0,0,28.215999603271484,0.2919953465461731,48.99028778076172,1.0,,0.03999030217528343,0.44111427664756775,0.0,20.0,1200.024169921875,92,980.0,
,,,,,,0.001,,,,,,93,,0.01
1.0,0,28.413999557495117,0.18020886182785034,14.072915077209473,1.0,,0.03669276088476181,0.2964451014995575,0.0,20.0,99.02347564697266,93,980.0,
,,,,,,0.001,,,,,,94,,0.01
1.0,0,28.61199951171875,0.15371429920196533,21.965559005737305,1.0,,0.03430311754345894,0.260331928730011,0.0,20.0,241.24288940429688,94,980.0,
,,,,,,0.001,,,,,,95,,0.01
1.0,0,28.809999465942383,0.1181553453207016,16.538005828857422,1.0,,0.029289597645401955,0.2238108366727829,0.0,20.0,136.75282287597656,95,980.0,
,,,,,,0.001,,,,,,96,,0.01
1.0,0,29.007999420166016,0.15358386933803558,27.049331665039062,1.0,,0.032013844698667526,0.25433462858200073,0.0,20.0,365.83319091796875,96,980.0,
,,,,,,0.001,,,,,,97,,0.01
1.0,0,29.20599937438965,0.1265593022108078,9.227970123291016,1.0,,0.025083549320697784,0.2246895432472229,0.0,20.0,42.57771301269531,97,980.0,
,,,,,,0.001,,,,,,98,,0.01
1.0,0,29.40399932861328,0.1961897313594818,43.92231750488281,1.0,,0.03159293532371521,0.2962762415409088,0.0,20.0,964.5850219726562,98,980.0,
,,,,,,0.001,,,,,,99,,0.01
1.0,0,29.601999282836914,0.09846772998571396,20.583009719848633,1.0,,0.028224540874361992,0.19124460220336914,0.0,20.0,211.83013916015625,99,980.0,
,,,,,,0.001,,,,,,100,,0.01
1.0,0,29.799999237060547,0.1873186230659485,15.496115684509277,1.0,,0.02986416406929493,0.2843577563762665,0.0,20.0,120.06478881835938,100,980.0,
,,,,,,0.001,,,,,,101,,0.01
1.0,0,29.99799919128418,0.0899629294872284,27.118471145629883,1.0,,0.027596257627010345,0.18372264504432678,0.0,20.0,367.7057189941406,101,980.0,
,,,,,,0.001,,,,,,102,,0.01
1.0,0,30.195999145507812,0.15785834193229675,19.75311851501465,1.0,,0.02754083275794983,0.2519419193267822,0.0,20.0,195.09283447265625,102,980.0,
,,,,,,0.001,,,,,,103,,0.01
1.0,0,30.393999099731445,0.17899155616760254,33.73637390136719,1.0,,0.024839261546730995,0.26728522777557373,0.0,20.0,569.0714721679688,103,980.0,
,,,,,,0.001,,,,,,104,,0.01
1.0,0,30.591999053955078,0.18511894345283508,31.40723419189453,1.0,,0.027178175747394562,0.2976551055908203,0.0,20.0,493.2071533203125,104,980.0,
,,,,,,0.001,,,,,,105,,0.01
1.0,0,30.790000915527344,0.1901247352361679,10.401348114013672,1.0,,0.02923564985394478,0.29318714141845703,0.0,20.0,54.094024658203125,105,980.0,
,,,,,,0.001,,,,,,106,,0.01
1.0,0,30.988000869750977,0.12709756195545197,9.68583869934082,1.0,,0.02557504177093506,0.22346197068691254,0.0,20.0,46.907737731933594,106,980.0,
,,,,,,0.001,,,,,,107,,0.01
1.0,0,31.18600082397461,0.1434016078710556,20.90554428100586,1.0,,0.024776769801974297,0.2420937716960907,0.0,20.0,218.52090454101562,107,980.0,
,,,,,,0.001,,,,,,108,,0.01
1.0,0,31.384000778198242,0.1495523452758789,11.891753196716309,1.0,,0.026554986834526062,0.24146577715873718,0.0,20.0,70.70689392089844,108,980.0,
,,,,,,0.001,,,,,,109,,0.01
1.0,0,31.582000732421875,0.15353485941886902,16.8324031829834,1.0,,0.02606925182044506,0.2490662932395935,0.0,20.0,141.66488647460938,109,980.0,
,,,,,,0.001,,,,,,110,,0.01
1.0,0,31.780000686645508,0.11703090369701385,11.22292709350586,1.0,,0.026949437335133553,0.2111692726612091,0.0,20.0,62.97704315185547,110,980.0,
,,,,,,0.001,,,,,,111,,0.01
1.0,0,31.97800064086914,0.20719465613365173,19.36878204345703,1.0,,0.031439635902643204,0.3294447660446167,0.0,20.0,187.57485961914062,111,980.0,
,,,,,,0.001,,,,,,112,,0.01
1.0,0,32.17599868774414,0.2521559000015259,32.76156234741211,1.0,,0.03152328357100487,0.38575395941734314,0.0,20.0,536.6600341796875,112,980.0,
,,,,,,0.001,,,,,,113,,0.01
1.0,0,32.374000549316406,0.19177234172821045,27.783802032470703,1.0,,0.03339633345603943,0.332639217376709,0.0,20.0,385.9698486328125,113,980.0,
,,,,,,0.001,,,,,,114,,0.01
1.0,0,32.571998596191406,0.16785374283790588,19.70368194580078,1.0,,0.0305795818567276,0.2965323030948639,0.0,20.0,194.1175537109375,114,980.0,
,,,,,,0.001,,,,,,115,,0.01
1.0,0,32.77000045776367,0.15951858460903168,25.16861915588379,1.0,,0.0265189316123724,0.25851935148239136,0.0,20.0,316.72967529296875,115,980.0,
,,,,,,0.001,,,,,,116,,0.01
1.0,0,32.96799850463867,0.2594224810600281,11.97498893737793,1.0,,0.03106939047574997,0.3882644772529602,0.0,20.0,71.70018005371094,116,980.0,
,,,,,,0.001,,,,,,117,,0.01
1.0,0,33.16600036621094,0.12745532393455505,24.168048858642578,1.0,,0.02685721032321453,0.2199094146490097,0.0,20.0,292.0472412109375,117,980.0,
,,,,,,0.001,,,,,,118,,0.01
1.0,0,33.36399841308594,0.14871922135353088,15.718338012695312,1.0,,0.03434278815984726,0.3091006875038147,0.0,20.0,123.5330810546875,118,980.0,
,,,,,,0.001,,,,,,119,,0.01
1.0,0,33.5620002746582,0.09992111474275589,43.790260314941406,1.0,,0.026303904131054878,0.19275332987308502,0.0,20.0,958.7935180664062,119,980.0,
,,,,,,0.001,,,,,,120,,0.01
1.0,0,33.7599983215332,0.22028899192810059,29.841310501098633,1.0,,0.028337376192212105,0.31527331471443176,0.0,20.0,445.25189208984375,120,980.0,
,,,,,,0.001,,,,,,121,,0.01
1.0,0,33.95800018310547,0.11889928579330444,17.499116897583008,1.0,,0.024063117802143097,0.22313782572746277,0.0,20.0,153.10955810546875,121,980.0,
,,,,,,0.001,,,,,,122,,0.01
1.0,0,34.15599822998047,0.12211858481168747,32.96718215942383,1.0,,0.026694178581237793,0.21600626409053802,0.0,20.0,543.4176025390625,122,980.0,
,,,,,,0.001,,,,,,123,,0.01
1.0,0,34.354000091552734,0.09190483391284943,12.825382232666016,1.0,,0.0284382626414299,0.18456336855888367,0.0,20.0,82.24520874023438,123,980.0,
,,,,,,0.001,,,,,,124,,0.01
1.0,0,34.551998138427734,0.13112574815750122,40.37487030029297,1.0,,0.026357678696513176,0.23069432377815247,0.0,20.0,815.0650634765625,124,980.0,
,,,,,,0.001,,,,,,125,,0.01
1.0,0,34.75,0.15873029828071594,7.223133563995361,1.0,,0.026390116661787033,0.2571789026260376,0.0,20.0,26.086830139160156,125,980.0,
,,,,,,0.001,,,,,,126,,0.01
1.0,0,34.948001861572266,0.1127375140786171,29.912302017211914,1.0,,0.025391913950443268,0.20658959448337555,0.0,20.0,447.3729248046875,126,980.0,
,,,,,,0.001,,,,,,127,,0.01
1.0,0,35.145999908447266,0.14638131856918335,31.737506866455078,1.0,,0.03124747984111309,0.2563062310218811,0.0,20.0,503.6346740722656,127,980.0,
,,,,,,0.001,,,,,,128,,0.01
1.0,0,35.34400177001953,0.12373822927474976,27.722076416015625,1.0,,0.03141340985894203,0.21956399083137512,0.0,20.0,384.2567443847656,128,980.0,
,,,,,,0.001,,,,,,129,,0.01
1.0,0,35.54199981689453,0.10532517731189728,28.75308609008789,1.0,,0.02931222878396511,0.19803547859191895,0.0,20.0,413.3699951171875,129,980.0,
,,,,,,0.001,,,,,,130,,0.01
1.0,0,35.7400016784668,0.1728331297636032,28.3431453704834,1.0,,0.02814548648893833,0.27622950077056885,0.0,20.0,401.66693115234375,130,980.0,
,,,,,,0.001,,,,,,131,,0.01
1.0,0,35.9379997253418,0.08911110460758209,19.240550994873047,1.0,,0.027635889127850533,0.18354478478431702,0.0,20.0,185.0994110107422,131,980.0,
,,,,,,0.001,,,,,,132,,0.01
1.0,0,36.13600158691406,0.17975664138793945,37.33927536010742,1.0,,0.026987573131918907,0.26699307560920715,0.0,20.0,697.1107177734375,132,980.0,
,,,,,,0.001,,,,,,133,,0.01
1.0,0,36.33399963378906,0.07544232904911041,33.267913818359375,1.0,,0.027210164815187454,0.1711089313030243,0.0,20.0,553.3770751953125,133,980.0,
,,,,,,0.001,,,,,,134,,0.01
1.0,0,36.53200149536133,0.17115095257759094,14.292314529418945,1.0,,0.03851952403783798,0.3527149558067322,0.0,20.0,102.1351318359375,134,980.0,
,,,,,,0.001,,,,,,135,,0.01
1.0,0,36.72999954223633,0.259443461894989,33.190025329589844,1.0,,0.02796611189842224,0.38250505924224854,0.0,20.0,550.7889404296875,135,980.0,
,,,,,,0.001,,,,,,136,,0.01
1.0,0,36.928001403808594,0.3866938352584839,35.20071792602539,1.0,,0.035513754934072495,0.5043578147888184,0.0,20.0,619.5452270507812,136,980.0,
,,,,,,0.001,,,,,,137,,0.01
1.0,0,37.125999450683594,0.11315283924341202,25.22934913635254,1.0,,0.02895638905465603,0.20397700369358063,0.0,20.0,318.2599792480469,137,980.0,
,,,,,,0.001,,,,,,138,,0.01
1.0,0,37.32400131225586,0.1946500688791275,24.82331085205078,1.0,,0.028448794037103653,0.28501129150390625,0.0,20.0,308.0983581542969,138,980.0,
